experiment, filename , dur , f0mnhz , f0mdhz , f0sdhz , f0mihz , f0mahz , f0rghz , f0mnvst , f0mdvst , f0sdvst , f0mivst , f0mavst , f0rgvst, inmn , inmd , inrange , jitloc , jitrap , jitppq5 , periodsd , shimloc , shimapq11 , shimapq3 , h1mh2mn , slopen0114 , slopen5228 , mnHNR , mnNHR, jitlocvr , jitrapvr , shimlocvr , shimapq3vr 
Intensity,F0eq_LoInt_2halfPerc_5_6_con,2.081,199.6,194.7,25.1,154.1,241.4,87.3,91.56,91.26,2.18,7.49,15.25,7.76,66.9,64.5,20.3,0.00607,0.00105,0.00243,0.0006,0.07334,0.07029,0.02667,4.6,-14.6,-19.2,18.6,0.0473,0.00607,0.00105,0.07334,0.02667
Intensity,F0eq_LoInt_2halfPerc_5_7_con,2.226,197.5,189.3,32.6,145.2,269.3,124.1,91.28,90.77,2.81,6.47,17.15,10.68,68.2,67.4,23.8,0.00714,0.00119,0.00238,0.0009,0.08044,0.083,0.02222,2.47,-11.4,-15.6,16.8,0.0599,0.00714,0.00119,0.08044,0.02222
Intensity,F0eq_LoInt_2halfPerc_5_9_con,1.991,199.7,186.1,43.2,149.8,292.5,142.7,91.33,90.48,3.51,7.01,18.58,11.57,69.3,67.3,21.9,0.00686,0.00133,0.00285,0.001,0.09406,0.09728,0.03495,-0.73,-12.1,-20.5,16.5,0.0797,0.00686,0.00133,0.09406,0.03495
Intensity,F0eq_LoInt_2halfPerc_6_10_con,1.984,198.9,198,17.1,155.2,237.1,81.9,91.56,91.55,1.52,7.61,14.95,7.34,72.8,70.5,20.4,0.00621,0.00098,0.00206,0.0004,0.06035,0.064,0.01517,2.81,-16.2,-27.9,20.1,0.0353,0.00621,0.00098,0.06035,0.01517
Intensity,F0eq_LoInt_2halfPerc_6_1_con,2.068,199.3,192,26.6,157.6,271.3,113.7,91.52,91.02,2.25,7.9,17.28,9.38,71.7,69.7,26.5,0.00951,0.00215,0.00408,0.0006,0.06483,0.05377,0.01987,3.44,-15.1,-22.7,17.8,0.0675,0.00951,0.00215,0.06483,0.01987
Intensity,F0eq_LoInt_2halfPerc_6_2_con,2.056,200.6,194.9,20.4,170.4,237.8,67.4,91.69,91.28,1.73,9.23,15,5.76,71.9,70.5,31.3,0.00642,0.00164,0.00342,0.0005,0.06812,0.07795,0.02022,2.95,-20.7,-20.2,19.6,0.0519,0.00642,0.00164,0.06812,0.02022
Intensity,F0eq_LoInt_2halfPerc_6_4_con,2.808,199.4,204.6,22.5,151.5,248.1,96.5,91.56,92.12,1.99,7.2,15.73,8.53,72.2,70.1,31.5,0.00723,0.00135,0.00272,0.0006,0.05313,0.04865,0.01655,1.82,-18.8,-21.3,20.1,0.04,0.00723,0.00135,0.05313,0.01655
Intensity,F0eq_LoInt_2halfPerc_6_5_con,2.668,199.6,196.1,30.2,136.8,274.7,137.9,91.5,91.38,2.58,5.42,17.49,12.07,72.4,70.9,19.9,0.01003,0.00148,0.00332,0.0008,0.07436,0.08126,0.02195,1.81,-16.1,-22.3,17.5,0.0512,0.01003,0.00148,0.07436,0.02195
Intensity,F0eq_LoInt_2halfPerc_6_6_con,2.11,199.5,197.2,22.3,163,243,80,91.57,91.48,1.94,8.46,15.37,6.91,72.3,71,20.3,0.00654,0.00139,0.00295,0.0006,0.07159,0.08374,0.02256,0.81,-13.6,-25.3,19.7,0.0477,0.00654,0.00139,0.07159,0.02256
Intensity,F0eq_LoInt_2halfPerc_6_7_con,2.377,198.6,192.3,22.4,161,275.1,114.1,91.49,91.04,1.91,8.25,17.3,9.05,70.6,69.2,24.1,0.00809,0.0022,0.00405,0.0006,0.08564,0.08818,0.02947,4.89,-18.4,-21.5,18.3,0.0658,0.00809,0.0022,0.08564,0.02947
Intensity,F0eq_LoInt_2halfPerc_6_9_con,2.296,199.1,196.4,28.1,160.1,271.6,111.5,91.49,91.42,2.35,8.15,17.3,9.15,72.8,72.5,19.6,0.00609,0.0012,0.00251,0.0007,0.09195,0.09895,0.03172,3.06,-16.1,-22.7,19.3,0.042,0.00609,0.0012,0.09195,0.03172
Intensity,F0eq_LoInt_2halfPerc_7_10_con,1.92,100,100.2,9.1,83.1,116.6,33.5,79.66,79.76,1.59,-3.2,2.66,5.86,70.7,68.5,20.9,0.01312,0.00414,0.00746,0.0009,0.12177,0.11433,0.04377,-1.98,-19.4,-22.3,14.6,0.0908,0.01312,0.00414,0.12177,0.04377
Intensity,F0eq_LoInt_2halfPerc_7_1_con,1.793,100.3,98.3,9.7,84,117.2,33.2,79.69,79.42,1.66,-3.03,2.74,5.77,71.3,68.5,27.9,0.01191,0.00321,0.00712,0.001,0.1176,0.20618,0.03736,-2.02,-18.6,-18.6,12.9,0.0947,0.01191,0.00321,0.1176,0.03736
Intensity,F0eq_LoInt_2halfPerc_7_2_con,1.914,100,101,9.2,84.6,114.9,30.3,79.65,79.89,1.6,-2.9,2.4,5.3,70.6,69.6,28.7,0.01018,0.00273,0.00569,0.0009,0.12284,0.09368,0.0443,1.13,-19.1,-15.6,14.2,0.0821,0.01018,0.00273,0.12284,0.0443
Intensity,F0eq_LoInt_2halfPerc_7_4_con,2.065,104.6,105.6,5,91,113.6,22.6,80.48,80.66,0.85,-1.63,2.21,3.84,70.8,68.6,34.6,0.01099,0.00389,0.00734,0.0005,0.10253,0.08509,0.04058,0.14,-22.6,-18.4,14.8,0.1342,0.01099,0.00389,0.10253,0.04058
Intensity,F0eq_LoInt_2halfPerc_7_5_con,2.621,99.1,98,7.1,86,114.4,28.4,79.52,79.37,1.24,-2.6,2.34,4.94,70.4,69,19,0.01276,0.00382,0.00744,0.002,0.12667,0.14179,0.05118,-3.02,-17.7,-17,13.7,0.1144,0.01276,0.00382,0.12667,0.05118
Intensity,F0eq_LoInt_2halfPerc_7_6_con,2.025,104,102.4,7.4,90.1,120,30,80.35,80.13,1.23,-1.81,3.16,4.97,70.5,68.4,16.7,0.01197,0.00305,0.00616,0.0007,0.13264,0.15,0.05733,-0.68,-16.8,-22,13.8,0.0964,0.01197,0.00305,0.13264,0.05733
Intensity,F0eq_LoInt_2halfPerc_7_7_con,1.921,98.9,96.9,9.3,85.3,123.5,38.1,79.46,79.18,1.61,-2.74,3.65,6.39,69.8,68,23.1,0.01513,0.00519,0.00909,0.0009,0.11627,0.15595,0.04771,1.04,-20,-18.9,11.8,0.2109,0.01513,0.00519,0.11627,0.04771
Intensity,F0eq_LoInt_2halfPerc_7_9_con,1.92,99.2,95.8,12.1,81.1,129.4,48.3,79.47,78.98,2.03,-3.6,4.45,8.04,71.4,69.9,19.5,0.01414,0.00439,0.00777,0.0012,0.10948,0.11454,0.04299,-0.96,-17.4,-21.5,14.3,0.097,0.01414,0.00439,0.10948,0.04299
Intensity,F0eq_LoInt_2halfPerc_8_10_con,1.452,100.4,101,6.6,85.9,113.4,27.5,79.77,79.89,1.15,-2.63,2.18,4.81,70.6,68.6,20.7,0.01375,0.00447,0.00872,0.0006,0.1988,0.38085,0.07194,-0.13,-15.9,-21.8,12.8,0.1524,0.01375,0.00447,0.1988,0.07194
Intensity,F0eq_LoInt_2halfPerc_8_1_con,1.531,100,100.8,5.6,88,113.6,25.6,79.69,79.86,0.98,-2.21,2.21,4.42,65.2,62,25,0.01343,0.00401,0.00848,0.0006,0.14275,0.20568,0.04463,1.15,-15.1,-18.9,12.5,0.1246,0.01343,0.00401,0.14275,0.04463
Intensity,F0eq_LoInt_2halfPerc_8_2_con,1.562,100.8,101.9,7.8,79.8,111.4,31.6,79.82,80.05,1.37,-3.9,1.87,5.77,68,65.6,23.9,0.01432,0.00452,0.00843,0.0007,0.14112,0.12729,0.04219,0.39,-17.1,-14.4,10.9,0.2139,0.01432,0.00452,0.14112,0.04219
Intensity,F0eq_LoInt_2halfPerc_8_4_con,1.876,100.7,102.8,5.7,85.8,110.6,24.7,79.82,80.21,1,-2.65,1.74,4.38,70.3,66.6,39.1,0.01254,0.00402,0.00814,0.0006,0.14576,0.12798,0.04604,-4,-17.2,-17.9,13.5,0.1396,0.01254,0.00402,0.14576,0.04604
Intensity,F0eq_LoInt_2halfPerc_8_5_con,1.95,99.8,98.5,11.2,81.3,120.2,38.8,79.57,79.47,1.94,-3.56,3.18,6.75,68.5,66.6,22,0.01883,0.00644,0.01158,0.0011,0.15909,0.16379,0.04798,0.8,-16,-18,11.5,0.1707,0.01883,0.00644,0.15909,0.04798
Intensity,F0eq_LoInt_2halfPerc_8_6_con,1.671,100.5,98.1,8.7,84.9,114.8,29.9,79.75,79.4,1.51,-2.84,2.39,5.23,70.1,66.5,21.9,0.0202,0.00852,0.015,0.0009,0.17853,0.23939,0.0658,-0.6,-15.7,-22.8,12.3,0.1521,0.0202,0.00852,0.17853,0.0658
Intensity,F0eq_LoInt_2halfPerc_8_7_con,1.652,98.8,96.6,11.1,81.3,128.2,46.8,79.41,79.12,1.88,-3.57,4.3,7.87,69.5,65.6,28.6,0.01803,0.00571,0.01165,0.0012,0.16198,0.3432,0.0506,2.21,-16.2,-18.2,11.4,0.1581,0.01803,0.00571,0.16198,0.0506
Intensity,F0eq_LoInt_2halfPerc_8_9_con,1.538,99.8,94,16.6,79.9,135.1,55.2,79.47,78.66,2.71,-3.89,5.21,9.09,71.4,69.1,27,0.01625,0.00708,0.01168,0.0015,0.13134,0.14821,0.04511,-1.74,-14.6,-20.8,12,0.1887,0.01625,0.00708,0.13134,0.04511
Intensity,F0eq_LoInt_5Perc_1_10_con,1.923,99,98.1,13.4,80.9,127.2,46.2,79.4,79.4,2.31,-3.66,4.16,7.82,61.1,58.5,25.8,0.01511,0.00351,0.00677,0.0013,0.12276,0.07137,0.04896,-1.05,-19.5,-23.2,14,0.1176,0.01511,0.00351,0.12276,0.04896
Intensity,F0eq_LoInt_5Perc_1_1_con,1.797,100.2,98.1,14.1,80.3,123.6,43.3,79.59,79.39,2.43,-3.8,3.64,7.44,61.8,61.5,20.8,0.0174,0.00413,0.00837,0.0014,0.12231,0.11751,0.04432,-1.47,-19.1,-21.5,14.4,0.0967,0.0174,0.00413,0.12231,0.04432
Intensity,F0eq_LoInt_5Perc_1_2_con,1.829,98,97.1,17,76.9,127.5,50.6,79.12,79.22,2.98,-4.54,4.19,8.73,62,60.3,24.2,0.01327,0.00499,0.00832,0.0028,0.11041,0.12225,0.05291,-5.46,-18.2,-17.2,14.4,0.1129,0.01327,0.00499,0.11041,0.05291
Intensity,F0eq_LoInt_5Perc_1_4_con,1.636,100,100.8,8.7,83.2,114.8,31.6,79.66,79.87,1.51,-3.17,2.39,5.56,64.4,64.1,27.8,0.01232,0.00295,0.00647,0.0009,0.13259,0.18206,0.03983,-3.89,-17.3,-16,14.7,0.0751,0.01232,0.00295,0.13259,0.03983
Intensity,F0eq_LoInt_5Perc_1_5_con,2.786,100,99.9,12.3,79.7,134.1,54.4,79.59,79.71,2.08,-3.93,5.08,9,63.8,62.9,20.5,0.01505,0.00459,0.00873,0.0012,0.09997,0.09414,0.03994,0.14,-15.9,-15.6,13.9,0.1106,0.01505,0.00459,0.09997,0.03994
Intensity,F0eq_LoInt_5Perc_1_6_con,2.007,103.5,101.8,15.1,77.6,126.1,48.5,80.14,80.03,2.57,-4.38,4.01,8.4,62,59.1,26,0.01764,0.00628,0.00985,0.0014,0.10823,0.07621,0.05035,-3.23,-19.3,-24.8,13.9,0.1315,0.01764,0.00628,0.10823,0.05035
Intensity,F0eq_LoInt_5Perc_1_7_con,1.856,99.5,95.5,13.8,80,135.5,55.5,79.49,78.92,2.35,-3.86,5.26,9.12,67.9,66,25.3,0.01606,0.00543,0.00929,0.0013,0.09356,0.06895,0.03204,-2.47,-13.8,-21.3,15,0.1181,0.01606,0.00543,0.09356,0.03204
Intensity,F0eq_LoInt_5Perc_1_9_con,1.965,100.4,94.4,19.6,77.1,145.7,68.6,79.49,78.74,3.2,-4.5,6.52,11.02,63.7,63.3,14.8,0.01396,0.00359,0.00657,0.0018,0.16874,0.19065,0.06725,1.85,-17.9,-21.3,14.2,0.0962,0.01396,0.00359,0.16874,0.06725
Intensity,F0eq_LoInt_5Perc_2_10_con,2.119,198.9,192.3,24.4,159.8,244,84.2,91.51,91.05,2.11,8.12,15.45,7.33,56.9,55.2,18.3,0.00773,0.00199,0.00387,0.0006,0.1195,0.08871,0.05354,1.72,-14,-16,13.8,0.1253,0.00773,0.00199,0.1195,0.05354
Intensity,F0eq_LoInt_5Perc_2_1_con,2.24,200.5,207.4,31,141.6,243.8,102.3,91.56,92.36,2.78,6.02,15.43,9.41,55.7,55,21,0.00826,0.0015,0.00269,0.0008,0.096,0.07828,0.04281,4.11,-17.1,-14.2,14.4,0.1012,0.00826,0.0015,0.096,0.04281
Intensity,F0eq_LoInt_5Perc_2_2_con,1.86,194,192.2,30.5,155.6,246.7,91,90.99,91.04,2.69,7.66,15.63,7.97,57.1,54.5,25.1,0.007,0.00186,0.00362,0.0008,0.09513,0.1013,0.03207,4.73,-18.3,-11.9,13.5,0.143,0.007,0.00186,0.09513,0.03207
Intensity,F0eq_LoInt_5Perc_2_4_con,2.091,200,201.8,20.3,168.9,240.6,71.7,91.64,91.88,1.77,9.08,15.2,6.12,59,56.5,27,0.00796,0.00208,0.00404,0.0005,0.10711,0.07579,0.03986,3.47,-14.9,-13.8,14.4,0.1117,0.00796,0.00208,0.10711,0.03986
Intensity,F0eq_LoInt_5Perc_2_5_con,2.54,204.9,198.3,20,177,257,80,92.06,91.58,1.65,9.88,16.34,6.46,56.7,55.7,16.9,0.00858,0.0019,0.0037,0.0007,0.1243,0.15365,0.05226,3.69,-14.3,-15.2,13.6,0.1259,0.00858,0.0019,0.1243,0.05226
Intensity,F0eq_LoInt_5Perc_2_6_con,2.419,204.9,196.5,30.7,166.6,271.1,104.5,91.96,91.42,2.49,8.84,17.27,8.43,57.6,56.2,16.8,0.00808,0.00218,0.00443,0.0009,0.11563,0.10737,0.04812,8.41,-15.2,-15.8,14.3,0.1365,0.00808,0.00218,0.11563,0.04812
Intensity,F0eq_LoInt_5Perc_2_7_con,2.135,199,192.4,24.2,165.6,248.6,83,91.52,91.05,2.04,8.73,15.76,7.03,56.5,54.6,16.8,0.00784,0.00194,0.00395,0.0006,0.11068,0.09431,0.04415,2.73,-17.2,-15.1,13.5,0.1417,0.00784,0.00194,0.11068,0.04415
Intensity,F0eq_LoInt_5Perc_2_9_con,1.918,202.7,201.2,57.2,84.7,318.2,233.4,91.22,91.83,5.27,-2.86,20.04,22.9,56.9,55.8,19.5,0.01193,0.00308,0.0048,0.0017,0.1139,0.0708,0.05014,-1.95,-17.1,-21.9,13.4,0.1482,0.01193,0.00308,0.11321,0.04985
Intensity,F0eq_LoInt_5Perc_3_10_con,1.617,100.7,99.8,13.4,75.8,125.7,49.9,79.69,79.69,2.31,-4.81,3.96,8.77,66.6,63.2,22.2,0.01673,0.00415,0.00921,0.0013,0.12375,0.11196,0.04547,2.83,-14,-21.9,12.6,0.1341,0.01673,0.00415,0.12375,0.04547
Intensity,F0eq_LoInt_5Perc_3_1_con,1.544,101.3,102.9,12.9,78.1,121.6,43.5,79.81,80.22,2.26,-4.28,3.38,7.66,65.6,63.2,32.3,0.02048,0.00566,0.00982,0.0013,0.13041,0.15249,0.04581,0.55,-17,-19.1,12.3,0.1572,0.02048,0.00566,0.13041,0.04581
Intensity,F0eq_LoInt_5Perc_3_2_con,1.772,101.7,99.7,15.1,77.3,138.3,60.9,79.84,79.68,2.44,-4.45,5.61,10.06,64.8,62.2,25.6,0.01487,0.00269,0.00645,0.0014,0.11689,0.09965,0.04731,-1.29,-15.9,-14.8,14.5,0.0695,0.01487,0.00269,0.11689,0.04731
Intensity,F0eq_LoInt_5Perc_3_4_con,1.734,100.4,100.5,11.2,78.1,124.3,46.2,79.69,79.81,1.92,-4.27,3.77,8.04,66.5,64.1,29.1,0.0139,0.00309,0.00672,0.0011,0.11076,0.13064,0.03969,1.63,-12.8,-14.7,13.5,0.1101,0.0139,0.00309,0.11076,0.03969
Intensity,F0eq_LoInt_5Perc_3_5_con,2.287,101.3,101.5,10.6,76.2,125.7,49.5,79.85,79.98,1.84,-4.66,3.96,8.62,63.1,60.7,22.3,0.01758,0.00355,0.0078,0.001,0.11975,0.13161,0.0399,-2.14,-14.6,-14.5,13.1,0.1008,0.01758,0.00355,0.11975,0.0399
Intensity,F0eq_LoInt_5Perc_3_6_con,1.949,103.4,102.5,11.7,77.2,120,42.8,80.2,80.15,2,-4.48,3.16,7.64,64,61.1,24.7,0.01804,0.00426,0.0074,0.0011,0.1146,0.13621,0.02962,4.77,-15.7,-18.6,13.5,0.1141,0.01804,0.00426,0.1146,0.02962
Intensity,F0eq_LoInt_5Perc_3_7_con,1.799,102,94.6,20.1,78,138.3,60.4,79.75,78.76,3.28,-4.3,5.62,9.92,64.4,60.8,21.9,0.01635,0.00401,0.00784,0.0018,0.09368,0.09907,0.02602,2.62,-14.8,-18.5,12.5,0.162,0.01635,0.00401,0.09368,0.02602
Intensity,F0eq_LoInt_5Perc_3_9_con,1.834,100.9,98.4,15.8,80.1,146,65.9,79.69,79.45,2.51,-3.84,6.55,10.39,65.4,62.8,27.5,0.01842,0.00438,0.00945,0.0016,0.12458,0.11061,0.0443,-0.24,-18.2,-19.6,11.8,0.1617,0.01842,0.00438,0.12458,0.0443
Intensity,F0eq_LoInt_5Perc_4_10_con,2.848,201.2,203.2,25.4,140.4,244.8,104.5,91.69,92,2.23,5.87,15.5,9.63,70.4,67.3,27.4,0.00805,0.00183,0.00362,0.0006,0.04576,0.03516,0.01595,2.82,-14.2,-16.3,18.3,0.0664,0.00805,0.00183,0.04576,0.01595
Intensity,F0eq_LoInt_5Perc_4_1_con,2.242,200,205.8,32.1,141.1,257.5,116.4,91.5,92.22,2.89,5.96,16.37,10.41,70.4,67.8,32.7,0.01105,0.00243,0.00492,0.0008,0.08638,0.09079,0.02608,4.06,-16,-20.5,16.9,0.0883,0.01105,0.00243,0.08638,0.02608
Intensity,F0eq_LoInt_5Perc_4_2_con,2.343,200.8,189,31.1,151.1,252.4,101.3,91.59,90.75,2.66,7.15,16.03,8.88,69.3,66.8,31.1,0.01165,0.00383,0.0072,0.0008,0.0719,0.05275,0.02325,6.09,-16.4,-19.4,17.7,0.1122,0.01165,0.00383,0.0719,0.02325
Intensity,F0eq_LoInt_5Perc_4_4_con,2.66,200.2,199.2,35.1,138.6,298.2,159.7,91.49,91.66,2.94,5.65,18.92,13.27,70.2,67.8,43,0.00982,0.00234,0.00457,0.0008,0.07662,0.06228,0.02406,5.44,-15.3,-16.6,17.1,0.0754,0.00982,0.00234,0.07662,0.02406
Intensity,F0eq_LoInt_5Perc_4_5_con,3.071,199.2,195.9,26,149.3,297.2,147.8,91.52,91.37,2.19,6.95,18.86,11.91,69.5,67.8,22.6,0.01121,0.00228,0.00446,0.0006,0.06805,0.05933,0.02121,8.42,-14.5,-14.9,16.4,0.0865,0.01121,0.00228,0.06805,0.02121
Intensity,F0eq_LoInt_5Perc_4_6_con,2.928,200.7,192.8,33.3,143.4,276.7,133.3,91.56,91.09,2.79,6.24,17.62,11.38,69.7,66.9,23.4,0.00795,0.00174,0.00357,0.0008,0.08852,0.06709,0.03597,4.62,-12.4,-17.8,17.2,0.0867,0.00795,0.00174,0.08852,0.03597
Intensity,F0eq_LoInt_5Perc_4_7_con,2.589,199.6,183.4,39,148.9,289.6,140.7,91.38,90.22,3.24,6.95,18.41,11.46,68.7,65.9,30.1,0.00885,0.00174,0.00356,0.001,0.0724,0.06505,0.02388,5.63,-15.2,-20.5,16.8,0.0892,0.00885,0.00174,0.0724,0.02388
Intensity,F0eq_LoInt_5Perc_4_9_con,2.532,200.2,195.5,45.4,133.8,302.9,169.1,91.33,91.33,3.69,5.05,19.19,14.14,70.7,69.2,25.8,0.00991,0.00188,0.00401,0.0011,0.07057,0.06422,0.02211,1.2,-14.7,-18.3,17.2,0.0827,0.00991,0.00188,0.07057,0.02211
Intensity,F0eq_LoInt_5Perc_5_10_con,2.091,199.7,197.9,19,162.6,241.6,79,91.62,91.55,1.65,8.43,15.27,6.85,64.2,63.6,20.7,0.00562,0.001,0.00195,0.0005,0.08211,0.07295,0.03092,3.53,-15.4,-17.9,17.6,0.0621,0.00562,0.001,0.08211,0.03092
Intensity,F0eq_LoInt_5Perc_5_1_con,1.909,198.5,197.3,24.9,158.1,249.1,91,91.46,91.49,2.13,7.95,15.8,7.85,62.8,61.9,29.7,0.00872,0.00199,0.00413,0.0006,0.09017,0.12127,0.0253,1.3,-15.3,-18.3,17,0.0834,0.00872,0.00199,0.09017,0.0253
Intensity,F0eq_LoInt_5Perc_5_2_con,1.994,200.9,201.4,28.2,163.4,250.6,87.3,91.64,91.85,2.41,8.5,15.9,7.4,65.4,65.2,29.7,0.00581,0.00142,0.00276,0.0007,0.08232,0.09926,0.0246,3.57,-13.6,-14.8,17.8,0.0777,0.00581,0.00142,0.08232,0.0246
Intensity,F0eq_LoInt_5Perc_5_4_con,2.111,200.3,205.6,22.4,157,239.1,82.1,91.65,92.21,1.95,7.81,15.09,7.28,65.3,64.8,32.6,0.00636,0.00112,0.00195,0.0006,0.09591,0.10702,0.03407,1.36,-14.1,-15.3,17.3,0.0603,0.00636,0.00112,0.09591,0.03407
Intensity,F0eq_LoInt_5Perc_5_5_con,2.36,200.3,191.7,31.4,157.3,263.1,105.8,91.54,90.99,2.66,7.85,16.74,8.9,66.8,65.9,21,0.00784,0.00167,0.00315,0.0008,0.09513,0.09861,0.02756,1.47,-12.3,-13,15.9,0.0884,0.00784,0.00167,0.09513,0.02756
Intensity,F0eq_LoInt_5Perc_5_6_con,2.081,199.6,194.8,25.1,154.3,240.3,86,91.55,91.27,2.18,7.52,15.17,7.65,65.1,62.8,20.3,0.00606,0.00113,0.00255,0.0006,0.07528,0.07092,0.02848,4.67,-14.6,-19.2,18.4,0.0488,0.00606,0.00113,0.07528,0.02848
Intensity,F0eq_LoInt_5Perc_5_7_con,2.226,197.4,189.3,32.7,144.9,269.9,125.1,91.27,90.77,2.82,6.43,17.19,10.76,66.5,65.6,23.8,0.0072,0.00124,0.00239,0.0009,0.07806,0.08115,0.02201,2.43,-11.4,-15.6,16.7,0.0671,0.0072,0.00124,0.07806,0.02201
Intensity,F0eq_LoInt_5Perc_5_9_con,1.991,199.7,186.1,43.2,149.8,292.5,142.7,91.33,90.48,3.51,7.01,18.58,11.57,67.5,65.5,21.9,0.00691,0.00136,0.00287,0.001,0.0955,0.09744,0.0357,-0.78,-12.1,-20.5,16.5,0.0811,0.00691,0.00136,0.0955,0.0357
Intensity,F0eq_LoInt_5Perc_6_10_con,1.984,198.9,198.1,17.1,155.2,237.1,81.9,91.57,91.56,1.52,7.61,14.95,7.34,70.9,68.6,20.4,0.00621,0.001,0.00207,0.0004,0.06175,0.06598,0.01573,2.74,-16.2,-27.9,20,0.0354,0.00621,0.001,0.06175,0.01573
Intensity,F0eq_LoInt_5Perc_6_1_con,2.068,199.3,192,26.6,157.6,271.3,113.7,91.52,91.02,2.25,7.9,17.28,9.38,69.8,67.9,26.5,0.0095,0.00216,0.00408,0.0006,0.06394,0.05247,0.01902,3.45,-15.1,-22.7,17.9,0.0676,0.0095,0.00216,0.06394,0.01902
Intensity,F0eq_LoInt_5Perc_6_2_con,2.056,200.6,194.8,20.4,170.3,237.8,67.5,91.69,91.27,1.73,9.22,15,5.78,70.1,68.6,31.3,0.00642,0.00165,0.00337,0.0005,0.06951,0.07905,0.02042,3.03,-20.7,-20.2,19.6,0.051,0.00642,0.00165,0.06951,0.02042
Intensity,F0eq_LoInt_5Perc_6_4_con,2.808,199.4,204.7,22.5,151.6,248.1,96.4,91.56,92.12,1.99,7.2,15.73,8.52,70.3,68.3,31.5,0.0072,0.00135,0.00273,0.0006,0.05315,0.04855,0.01658,1.79,-18.8,-21.3,20.1,0.0401,0.0072,0.00135,0.05315,0.01658
Intensity,F0eq_LoInt_5Perc_6_5_con,2.668,199.8,196,30.3,136.8,274.6,137.9,91.52,91.38,2.58,5.42,17.49,12.07,70.6,69,19.9,0.00976,0.00146,0.00315,0.0008,0.06965,0.06829,0.02033,1.21,-16.1,-22.3,17.5,0.051,0.00976,0.00146,0.06965,0.02033
Intensity,F0eq_LoInt_5Perc_6_6_con,2.11,199.5,197.2,22.3,163.4,243,79.7,91.57,91.48,1.94,8.5,15.37,6.88,70.4,69.2,20.3,0.00654,0.0014,0.00298,0.0006,0.0717,0.08383,0.02263,0.79,-13.6,-25.3,19.7,0.0477,0.00654,0.0014,0.0717,0.02263
Intensity,F0eq_LoInt_5Perc_6_7_con,2.377,198.5,192.1,22.4,160.7,276.5,115.8,91.49,91.03,1.9,8.23,17.43,9.21,68.8,67.4,24.1,0.00784,0.00202,0.00368,0.0006,0.08194,0.08264,0.0271,5.16,-18.4,-21.4,18.2,0.0661,0.00784,0.00202,0.08194,0.0271
Intensity,F0eq_LoInt_5Perc_6_9_con,2.296,199,196.4,28,160.1,271.7,111.6,91.48,91.41,2.35,8.15,17.3,9.15,70.9,70.6,19.6,0.0061,0.00118,0.00249,0.0007,0.09093,0.09636,0.03124,3.1,-16.1,-22.7,19.3,0.0424,0.0061,0.00118,0.09093,0.03124
Intensity,F0eq_LoInt_5Perc_7_10_con,1.92,100,100.3,9.1,83.1,116.6,33.5,79.66,79.77,1.59,-3.2,2.66,5.86,68.9,66.7,20.9,0.01314,0.00413,0.00746,0.0009,0.12178,0.11436,0.04375,-1.99,-19.4,-22.3,14.6,0.0908,0.01314,0.00413,0.12178,0.04375
Intensity,F0eq_LoInt_5Perc_7_1_con,1.793,100.3,98.3,9.7,84,117.2,33.1,79.69,79.42,1.66,-3.02,2.74,5.76,69.5,66.7,27.9,0.01557,0.00493,0.01057,0.001,0.1183,0.19871,0.03595,-2.1,-18.6,-18.6,12.7,0.105,0.01557,0.00493,0.1183,0.03595
Intensity,F0eq_LoInt_5Perc_7_2_con,1.914,100,101,9.2,84.6,114.9,30.3,79.65,79.89,1.6,-2.9,2.4,5.3,68.7,67.7,28.7,0.01019,0.00273,0.00573,0.0009,0.12289,0.08393,0.04466,1.13,-19.1,-15.6,14.2,0.0822,0.01019,0.00273,0.12289,0.04466
Intensity,F0eq_LoInt_5Perc_7_4_con,2.065,104.6,105.6,5,91,113.6,22.6,80.48,80.66,0.85,-1.63,2.21,3.84,69,66.8,34.6,0.01117,0.00415,0.00741,0.0005,0.10357,0.08572,0.0401,0.12,-22.6,-18.4,14.8,0.1349,0.01117,0.00415,0.10357,0.0401
Intensity,F0eq_LoInt_5Perc_7_5_con,2.621,99,98,7.1,86,114.4,28.4,79.52,79.37,1.24,-2.6,2.34,4.94,68.6,67.1,19,0.01271,0.00385,0.00746,0.002,0.12635,0.14129,0.0513,-2.98,-17.7,-17,13.7,0.1147,0.01271,0.00385,0.12635,0.0513
Intensity,F0eq_LoInt_5Perc_7_6_con,2.025,104,102.5,7.4,90.1,120,30,80.35,80.15,1.23,-1.81,3.16,4.97,68.7,66.6,16.7,0.01198,0.00307,0.00619,0.0007,0.13227,0.14832,0.0574,-0.68,-16.8,-22,13.7,0.0965,0.01198,0.00307,0.13227,0.0574
Intensity,F0eq_LoInt_5Perc_7_7_con,1.921,98.9,96.9,9.3,85.3,123.4,38.1,79.46,79.18,1.61,-2.74,3.65,6.39,68,66.1,23.1,0.01501,0.00514,0.00906,0.0009,0.1149,0.16844,0.04521,1,-20,-18.9,11.8,0.2118,0.01501,0.00514,0.1149,0.04521
